Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
213,Kevin Huerter,SG,25,SAC,41,988,12.9,.565,.618,.099,2.4,15.5,8.8,14.6,1.4,1.3,6.4,17.4,,1.1,0.9,2.0,.096,,-0.2,-0.2,-0.4,0.4,huertke01
214,Jay Huff,C,25,DEN,6,17,3.6,.583,.667,.000,0.0,6.5,3.3,7.9,0.0,0.0,14.3,17.9,,0.0,0.0,0.0,-0.002,,-7.1,-1.8,-9.0,0.0,huffja01
215,De'Andre Hunter,SF,26,ATL,24,727,12.0,.601,.430,.283,2.2,12.9,7.3,6.3,1.3,1.1,11.0,18.9,,0.6,0.2,0.9,.057,,-1.5,-1.3,-2.8,-0.1,huntede01
216,Bones Hyland,PG,23,LAC,17,235,8.4,.503,.519,.111,1.0,6.1,3.6,17.1,1.7,0.4,15.0,24.7,,-0.3,0.2,-0.1,-0.019,,-3.7,-1.9,-5.6,-0.2,hylanbo01
217,Joe Ingles,SF,36,ORL,31,569,10.9,.555,.636,.155,2.8,13.2,7.9,24.4,2.0,0.5,18.4,12.7,,0.4,0.8,1.2,.101,,-1.8,1.6,-0.2,0.3,inglejo01
218,Brandon Ingram,SF,26,NOP,41,1357,17.9,.576,.236,.317,2.0,14.0,8.0,26.7,1.2,1.4,11.8,27.0,,1.8,1.5,3.3,.117,,1.4,-0.4,1.0,1.0,ingrabr01
219,Kyrie Irving,SG,31,DAL,27,900,22.4,.586,.358,.215,2.5,14.3,8.3,25.8,1.9,1.2,7.0,29.4,,2.1,0.8,2.9,.154,,5.3,-0.1,5.2,1.6,irvinky01
220,Jonathan Isaac,PF,26,ORL,27,374,18.8,.577,.422,.344,9.0,23.8,16.3,4.4,2.6,7.1,7.5,18.3,,0.5,0.8,1.3,.172,,0.6,2.7,3.3,0.5,isaacjo01
221,Jaden Ivey,SG,21,DET,40,1059,13.8,.554,.363,.370,5.4,10.5,7.9,20.3,1.4,1.9,15.2,24.1,,0.2,0.4,0.6,.027,,-1.0,-1.6,-2.5,-0.1,iveyja01
222,Andre Jackson Jr.,SG,22,MIL,38,432,9.3,.648,.455,.117,9.5,11.7,10.6,9.8,1.1,0.7,19.0,9.8,,0.6,0.3,0.9,.098,,-2.8,-0.3,-3.1,-0.1,jacksan01
223,Gregory Jackson II,PF,19,MEM,13,173,17.0,.655,.516,.387,5.5,15.7,10.5,6.4,1.1,3.2,8.8,19.7,,0.3,0.2,0.5,.144,,0.9,0.0,0.9,0.1,jacksgg01
224,Isaiah Jackson,C,22,IND,35,469,20.7,.684,.014,.448,12.2,22.3,17.2,8.2,2.2,7.2,12.7,17.3,,1.2,0.6,1.8,.185,,-0.6,2.0,1.5,0.4,jacksis01
225,Jaren Jackson Jr.,C,24,MEM,43,1364,17.5,.563,.325,.360,4.4,15.6,9.9,10.6,1.6,4.7,9.7,29.0,,0.5,2.0,2.5,.088,,-0.1,0.5,0.4,0.8,jacksja02
226,Reggie Jackson,PG,33,DEN,46,1065,13.3,.552,.372,.126,1.8,7.8,4.9,24.4,1.3,0.6,12.5,21.8,,0.7,0.9,1.6,.071,,-0.7,-1.3,-1.9,0.0,jacksre01
227,Trayce Jackson-Davis,PF,23,GSW,31,448,20.3,.677,.000,.447,12.8,20.1,16.4,10.5,1.2,5.4,12.7,17.0,,1.1,0.5,1.6,.171,,0.6,0.6,1.3,0.4,jackstr02
228,LeBron James,PF,39,LAL,41,1407,22.7,.612,.306,.308,3.0,19.5,11.6,35.6,1.9,1.5,14.3,29.7,,2.3,1.8,4.1,.138,,5.2,1.0,6.1,2.9,jamesle01
229,Jaime Jaquez Jr.,SF,22,MIA,39,1179,13.8,.600,.281,.237,4.7,10.2,7.4,13.9,1.8,0.8,12.8,19.6,,1.0,1.2,2.2,.091,,-1.5,-0.2,-1.7,0.1,jaqueja01
230,DaQuan Jeffries,SG,26,NYK,10,30,5.0,.427,.417,.167,0.0,18.2,9.2,9.5,0.0,0.0,7.2,19.6,,-0.1,0.0,0.0,-0.041,,-5.2,-1.5,-6.7,0.0,jeffrda01
231,Trey Jemison,C,24,WAS,2,1,-35.8,,,,0.0,100.0,53.4,0.0,0.0,0.0,100.0,42.2,,0.0,0.0,0.0,-1.190,,-30.4,-3.8,-34.1,0.0,jemistr01
232,Ty Jerome,SG,26,CLE,2,15,7.6,.500,.250,.000,7.5,0.0,3.7,26.8,0.0,0.0,20.0,14.4,,0.0,0.0,0.0,.050,,-4.4,-0.7,-5.0,0.0,jeromty01
233,Isaiah Joe,SG,24,OKC,45,855,13.9,.635,.749,.129,2.4,11.2,7.0,7.9,1.6,1.4,7.7,17.1,,1.2,1.0,2.2,.124,,1.6,-0.1,1.6,0.8,joeis01
234,Cameron Johnson,PF,27,BRK,36,1019,14.5,.575,.543,.138,4.2,13.6,8.8,13.5,1.3,0.5,6.7,19.4,,1.4,0.7,2.1,.099,,1.2,-0.7,0.4,0.6,johnsca02
235,Jalen Johnson,SF,22,ATL,31,1011,16.4,.626,.287,.241,3.7,23.8,13.4,13.5,1.9,2.2,13.8,17.9,,1.2,0.9,2.1,.100,,0.4,0.9,1.2,0.8,johnsja05
236,James Johnson,PF,36,IND,5,24,11.5,.400,.200,.000,4.8,14.5,9.6,23.2,7.8,0.0,28.6,12.1,,0.0,0.0,0.0,.052,,-5.1,4.5,-0.5,0.0,johnsja01
237,Keldon Johnson,SF,24,SAS,43,1320,14.4,.557,.391,.275,4.8,16.0,10.3,15.9,1.2,0.8,9.9,22.8,,0.8,0.8,1.5,.055,,-0.5,-1.5,-2.0,0.0,johnske04
238,Keon Johnson,SG,21,BRK,1,21,16.1,.615,.500,.500,0.0,5.3,2.6,6.6,2.3,4.3,9.3,21.9,,0.0,0.0,0.1,.125,,0.2,-0.9,-0.7,0.0,johnske07
239,Keyontae Johnson,SF,23,OKC,5,35,-1.2,.250,.125,.000,6.8,6.1,6.4,13.1,0.0,0.0,27.3,13.6,,-0.1,0.0,-0.1,-0.133,,-9.4,-2.9,-12.3,-0.1,johnske08
240,Nikola Jokić,C,28,DEN,45,1508,32.2,.663,.166,.325,10.3,29.3,20.0,43.9,1.6,2.3,12.9,29.5,,7.2,2.5,9.8,.310,,10.0,4.4,14.4,6.3,jokicni01
241,Colby Jones,SG,21,SAC,15,110,6.9,.404,.310,.071,9.0,12.6,10.7,10.9,1.7,0.8,10.3,18.6,,-0.2,0.1,-0.1,-0.025,,-6.2,-0.9,-7.1,-0.1,jonesco02
242,Damian Jones,C,28,CLE,20,125,11.7,.619,.250,.286,6.3,15.7,11.0,7.4,1.2,3.6,16.0,12.9,,0.1,0.2,0.3,.117,,-3.7,1.6,-2.0,0.0,jonesda03
243,Derrick Jones Jr.,SF,26,DAL,43,1109,12.4,.600,.514,.231,5.0,10.4,7.7,5.3,1.5,2.9,10.2,15.4,,1.0,0.9,1.9,.081,,-0.8,-0.6,-1.4,0.2,jonesde02
244,Herbert Jones,SF,25,NOP,42,1206,13.6,.620,.438,.270,4.3,9.7,7.1,11.6,2.0,3.2,11.8,15.0,,1.7,1.6,3.2,.128,,-0.4,1.1,0.7,0.8,joneshe01
245,Tre Jones,PG,24,SAS,40,1011,14.5,.582,.296,.205,2.8,10.5,6.6,30.0,1.9,0.4,14.7,15.7,,1.4,0.5,1.9,.092,,-1.0,-0.4,-1.4,0.2,jonestr01
246,Tyus Jones,PG,27,WAS,44,1254,16.9,.588,.367,.067,1.2,9.9,5.5,30.2,1.9,0.8,7.2,16.8,,2.4,0.4,2.8,.109,,1.5,-0.5,0.9,0.9,jonesty01
247,DeAndre Jordan,C,35,DEN,22,273,15.3,.598,.000,.767,15.9,28.1,22.2,8.9,0.9,3.5,19.1,15.8,,0.3,0.4,0.7,.120,,-2.2,-0.1,-2.3,0.0,jordade01
248,Cory Joseph,PG,32,GSW,23,262,5.4,.438,.648,.130,2.1,8.8,5.4,17.4,0.7,1.0,16.2,10.9,,0.0,0.1,0.0,.008,,-4.4,-0.8,-5.2,-0.2,josepco01
249,Nikola Jović,PF,20,MIA,18,316,10.5,.516,.489,.217,6.0,24.0,14.8,16.2,0.9,2.2,15.2,16.6,,0.0,0.4,0.4,.058,,-2.7,1.1,-1.6,0.0,jovicni01
250,Johnny Juzang,SG,22,UTA,1,4,-11.2,.000,1.000,.000,0.0,0.0,0.0,28.5,0.0,0.0,0.0,20.7,,0.0,0.0,0.0,-0.382,,-13.9,-8.4,-22.3,0.0,juzanjo01
251,Luke Kennard,SG,27,MEM,21,517,13.3,.619,.772,.111,1.6,12.9,7.1,19.2,0.9,0.2,10.0,16.5,,0.7,0.5,1.2,.113,,0.9,-0.3,0.6,0.3,kennalu01
252,Walker Kessler,C,22,UTA,38,904,17.6,.646,.073,.274,11.8,22.6,17.3,4.6,1.0,10.0,13.4,13.0,,1.2,1.4,2.6,.136,,-0.8,1.9,1.1,0.7,kesslwa01
253,Braxton Key,SF,26,DEN,13,44,13.7,.463,.286,.357,5.2,20.0,12.7,22.6,2.2,0.0,5.8,17.0,,0.0,0.1,0.1,.117,,-1.4,0.8,-0.7,0.0,keybr01
254,Corey Kispert,SF,24,WAS,43,928,12.3,.615,.614,.222,1.6,9.3,5.4,9.3,0.8,0.6,10.0,20.0,,0.6,0.0,0.6,.033,,-0.6,-2.6,-3.2,-0.3,kispeco01
255,Maxi Kleber,C,32,DAL,10,190,6.5,.478,.588,.382,4.5,15.2,9.8,11.4,0.5,3.2,18.5,10.9,,0.0,0.1,0.1,.026,,-4.4,0.4,-4.0,-0.1,klebima01
256,Kevin Knox,SF,24,DET,26,484,10.7,.583,.518,.116,3.4,11.8,7.5,5.5,1.1,1.2,8.5,16.4,,0.3,0.1,0.4,.040,,-2.0,-1.9,-3.9,-0.2,knoxke01
257,John Konchar,SF,27,MEM,36,639,11.1,.499,.597,.101,6.5,18.1,12.1,12.1,2.0,4.6,13.9,9.7,,0.2,1.1,1.3,.095,,-2.7,2.5,-0.2,0.3,konchjo01
258,Furkan Korkmaz,SG,26,PHI,28,197,6.7,.455,.469,.224,0.6,8.3,4.5,9.6,3.0,0.4,12.9,13.3,,-0.2,0.3,0.1,.017,,-5.2,1.4,-3.9,-0.1,korkmfu01
259,Luke Kornet,C,28,BOS,32,481,18.9,.739,.000,.286,13.2,14.0,13.6,8.1,1.3,5.9,12.0,11.2,,1.5,0.8,2.3,.232,,1.1,2.3,3.4,0.7,kornelu01
260,Jonathan Kuminga,PF,21,GSW,41,961,16.6,.605,.252,.377,5.2,15.2,10.2,10.3,1.3,1.4,10.8,23.8,,1.2,0.7,1.9,.096,,0.1,-0.9,-0.8,0.3,kuminjo01
261,Kyle Kuzma,PF,28,WAS,44,1382,15.9,.545,.361,.171,3.5,19.0,11.1,22.3,0.6,1.6,12.1,30.6,,-0.7,0.5,-0.2,-0.006,,0.5,-2.2,-1.7,0.1,kuzmaky01
262,Jock Landale,C,28,HOU,26,243,10.9,.458,.283,.250,14.4,9.7,12.0,8.2,1.4,3.9,11.9,13.4,,0.1,0.3,0.4,.079,,-3.4,-0.2,-3.5,-0.1,landajo01
263,Jake LaRavia,PF,22,MEM,11,122,4.9,.447,.558,.093,6.1,8.4,7.2,7.3,0.4,0.8,8.2,17.1,,-0.1,0.1,0.0,-0.016,,-6.9,-1.7,-8.5,-0.2,laravja01
264,Zach LaVine,SG,28,CHI,25,872,15.2,.578,.449,.274,1.0,15.9,8.2,17.1,1.2,0.9,11.0,23.8,,0.7,0.8,1.5,.084,,0.6,-0.6,0.1,0.4,lavinza01
265,A.J. Lawson,SG,23,DAL,20,194,12.9,.575,.507,.217,5.0,9.8,7.3,7.8,2.2,0.9,10.6,18.5,,0.1,0.2,0.3,.068,,-1.9,-1.0,-3.0,0.0,lawsoaj01
266,Saben Lee,PG,24,PHO,11,75,15.7,.544,.238,.810,8.1,10.2,9.2,21.3,2.0,3.5,14.9,19.4,,0.1,0.1,0.2,.114,,-0.5,0.5,-0.1,0.0,leesa01
267,Alex Len,C,30,SAC,17,149,15.5,.599,.069,.345,17.0,25.5,21.1,16.4,1.0,4.9,24.8,12.6,,0.2,0.2,0.4,.129,,-1.9,1.6,-0.2,0.1,lenal01
268,Kawhi Leonard,SF,32,LAC,39,1349,23.0,.629,.298,.251,3.6,16.3,10.2,16.9,2.3,2.3,7.8,25.6,,3.7,1.9,5.6,.200,,4.8,1.1,5.9,2.7,leonaka01
269,Caris LeVert,SG,29,CLE,33,947,14.6,.527,.417,.252,1.9,11.7,6.9,21.2,1.8,1.2,9.4,24.6,,0.5,1.4,1.8,.093,,-0.5,0.5,0.0,0.5,leverca01
270,Kira Lewis Jr.,PG,22,TOT,16,146,5.5,.387,.385,.212,3.0,7.5,5.3,15.9,1.7,0.7,12.3,19.1,,-0.3,0.1,-0.1,-0.044,,-6.6,-0.9,-7.5,-0.2,lewiski01
270,Kira Lewis Jr.,PG,22,NOP,15,144,5.7,.387,.385,.212,3.1,7.6,5.4,16.1,1.7,0.7,12.3,19.3,,-0.3,0.1,-0.1,-0.044,,-6.3,-1.0,-7.3,-0.2,lewiski01
270,Kira Lewis Jr.,PG,22,TOR,1,2,-7.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.000,,-22.1,0.0,-22.2,0.0,lewiski01
271,Maxwell Lewis,SF,21,LAL,15,61,-2.3,.250,.300,.000,1.9,3.5,2.7,5.8,1.6,0.0,33.3,10.6,,-0.2,0.0,-0.2,-0.141,,-9.1,-2.3,-11.4,-0.1,lewisma05
272,E.J. Liddell,PF,23,NOP,7,20,3.7,.291,.833,.333,0.0,16.5,8.3,6.0,4.9,9.8,22.5,19.1,,-0.1,0.1,0.0,-0.120,,-9.3,4.5,-4.8,0.0,liddeej01
273,Damian Lillard,PG,33,MIL,42,1484,20.4,.597,.492,.457,1.7,11.1,6.6,26.8,1.4,0.3,10.4,28.2,,3.9,1.0,4.8,.156,,3.6,-1.5,2.1,1.6,lillada01
274,Nassir Little,SF,23,PHO,26,372,10.9,.602,.547,.211,4.6,13.5,9.3,5.8,1.3,1.9,10.4,13.5,,0.3,0.3,0.7,.086,,-1.9,-0.5,-2.4,0.0,littlna01
275,Dereck Lively II,C,19,DAL,34,863,17.2,.726,.011,.249,12.1,21.5,16.7,7.2,1.2,5.0,16.0,12.0,,1.9,1.0,3.0,.164,,-0.8,0.4,-0.4,0.4,livelde01
276,Isaiah Livers,PF,25,DET,23,469,5.1,.460,.664,.155,3.5,8.1,5.7,6.8,1.3,0.9,11.4,12.6,,-0.3,0.1,-0.2,-0.024,,-5.1,-1.5,-6.6,-0.5,liveris01
277,Chris Livingston,SF,20,MIL,12,58,10.5,.660,.083,.167,3.9,18.1,11.3,8.6,1.6,0.0,18.9,11.6,,0.0,0.1,0.1,.082,,-3.2,-0.7,-3.8,0.0,livinch01
278,Kenneth Lofton Jr.,PF,21,TOT,16,103,6.5,.428,.256,.385,2.1,16.4,9.1,20.4,1.4,2.7,14.9,22.3,,-0.2,0.1,-0.1,-0.049,,-6.7,0.4,-6.3,-0.1,loftoke01
278,Kenneth Lofton Jr.,PF,21,MEM,15,99,8.3,.447,.270,.405,2.1,14.9,8.3,21.2,1.5,2.8,12.1,21.5,,-0.1,0.1,0.0,-0.007,,-5.4,0.9,-4.5,-0.1,loftoke01
278,Kenneth Lofton Jr.,PF,21,PHI,1,4,-37.1,.000,.000,.000,0.0,54.8,27.5,0.0,0.0,0.0,50.0,42.5,,-0.1,0.0,-0.1,-1.100,,-39.2,-11.3,-50.5,0.0,loftoke01
279,Kevon Looney,C,27,GSW,42,845,15.9,.645,.000,.346,13.7,24.3,19.0,15.3,1.3,1.5,14.7,10.5,,2.1,0.8,2.9,.165,,0.2,1.1,1.3,0.7,looneke01
280,Brook Lopez,C,35,MIL,45,1425,14.9,.589,.479,.186,6.0,13.3,9.8,6.7,0.9,7.3,7.9,15.7,,1.7,1.6,3.4,.114,,-0.1,1.0,0.9,1.0,lopezbr01
281,Robin Lopez,C,35,MIL,12,33,9.6,.635,.714,.286,3.4,6.4,5.0,10.9,0.0,2.5,11.3,11.4,,0.1,0.0,0.1,.093,,-1.5,-1.6,-3.0,0.0,lopezro01
282,Kevin Love,PF,35,MIA,34,623,18.7,.598,.682,.361,7.0,33.9,20.2,19.8,1.0,0.8,9.1,21.0,,1.3,0.9,2.3,.174,,3.1,0.7,3.7,0.9,loveke01
283,Kyle Lowry,PG,37,MIA,37,1037,10.8,.582,.665,.174,2.7,11.7,7.1,19.7,1.9,1.4,16.9,13.3,,0.7,1.2,1.9,.088,,-2.1,1.0,-1.0,0.3,lowryky01
284,Seth Lundy,SF,23,ATL,9,52,0.1,.373,.765,.235,2.0,13.0,7.3,0.0,0.0,0.0,5.1,15.6,,-0.1,0.0,-0.1,-0.093,,-7.9,-5.1,-12.9,-0.1,lundyse01
285,Trey Lyles,PF,28,SAC,29,584,11.3,.599,.732,.204,5.1,21.7,13.2,8.4,0.4,1.2,9.0,13.7,,0.7,0.5,1.1,.091,,-0.4,-0.8,-1.2,0.1,lylestr01
286,Théo Maledon,PG,22,CHO,13,200,3.9,.379,.455,.182,2.1,11.2,6.4,18.7,1.7,0.0,17.4,18.7,,-0.5,0.0,-0.5,-0.111,,-7.9,-2.0,-9.9,-0.4,maledth01
287,Sandro Mamukelashvili,C,24,SAS,26,177,14.5,.515,.542,.271,9.6,20.9,15.2,19.2,1.1,3.9,10.8,17.5,,0.2,0.2,0.3,.084,,-1.1,0.2,-0.9,0.1,mamuksa01
288,Terance Mann,SG,27,LAC,37,931,9.9,.546,.477,.169,5.5,8.8,7.2,9.2,1.2,1.1,8.6,13.0,,0.8,0.8,1.6,.082,,-1.9,-0.4,-2.3,-0.1,mannte01
289,Tre Mann,PG,22,OKC,13,119,14.1,.606,.475,.025,4.0,17.9,11.3,22.0,1.2,0.0,18.2,18.0,,0.1,0.1,0.3,.102,,0.4,-0.2,0.2,0.1,manntr01
290,Boban Marjanović,C,35,HOU,8,44,12.2,.409,.105,.211,12.4,31.7,22.1,13.5,0.0,2.1,4.6,21.3,,0.0,0.1,0.0,.032,,-3.5,-1.9,-5.4,0.0,marjabo01
291,Lauri Markkanen,PF,26,UTA,36,1171,23.1,.642,.497,.336,8.0,20.9,14.5,9.3,1.4,1.6,6.1,25.1,,3.8,1.1,4.9,.200,,6.0,-0.9,5.1,2.1,markkla01
292,Naji Marshall,SF,26,NOP,36,660,13.2,.570,.407,.301,6.2,14.8,10.5,14.2,1.8,0.9,13.8,17.9,,0.6,0.8,1.4,.101,,-1.2,-0.2,-1.3,0.1,marshna01
293,Caleb Martin,SF,28,MIA,28,746,11.7,.539,.361,.202,5.1,15.5,10.2,12.6,1.5,1.0,11.3,18.3,,0.1,0.8,1.0,.063,,-1.9,-0.4,-2.3,-0.1,martica02
294,Cody Martin,SF,28,CHO,13,330,8.5,.428,.409,.183,4.2,9.3,6.6,12.2,2.7,3.0,11.5,14.9,,-0.3,0.2,-0.1,-0.017,,-4.7,0.8,-3.9,-0.2,martico01
295,KJ Martin,SF,23,TOT,29,226,7.9,.508,.164,.291,3.5,8.7,6.1,8.7,2.6,0.4,11.4,13.2,,0.0,0.3,0.2,.053,,-6.1,0.6,-5.5,-0.2,martike04
295,KJ Martin,SF,23,LAC,2,31,6.9,.460,.500,.200,3.8,7.1,5.5,4.2,3.2,2.9,15.5,18.1,,-0.1,0.0,0.0,-0.025,,-6.9,0.6,-6.3,0.0,martike04
295,KJ Martin,SF,23,PHI,27,195,8.0,.518,.089,.311,3.4,9.0,6.2,9.4,2.5,0.0,10.5,12.5,,0.0,0.2,0.3,.065,,-5.9,0.6,-5.3,-0.2,martike04
296,Garrison Mathews,SG,27,ATL,31,403,7.2,.678,.940,.108,2.1,8.7,5.2,5.0,0.9,0.6,14.7,10.4,,0.3,0.0,0.3,.041,,-2.7,-1.2,-3.8,-0.2,mathega01
297,Bennedict Mathurin,SF,21,IND,46,1170,12.7,.560,.315,.315,4.8,12.4,8.6,9.8,1.0,0.6,11.2,23.0,,0.6,0.3,0.9,.037,,-1.3,-2.5,-3.7,-0.5,mathube01
298,Wesley Matthews,SG,37,ATL,19,213,4.7,.422,.769,.487,2.0,11.6,6.6,6.7,2.0,1.6,11.2,10.3,,-0.1,0.1,0.0,-0.003,,-5.9,0.1,-5.8,-0.2,matthwe02
299,Tyrese Maxey,PG,23,PHI,42,1573,20.1,.578,.419,.293,1.7,8.9,5.3,27.2,1.3,1.3,6.6,27.0,,4.0,1.6,5.5,.169,,4.4,-0.9,3.5,2.2,maxeyty01
300,Skylar Mays,PG-SG,26,TOT,24,382,12.5,.473,.345,.115,2.8,9.1,5.7,31.2,2.0,0.7,10.4,19.2,,0.1,0.3,0.4,.044,,-1.7,-0.4,-2.0,0.0,mayssk01
300,Skylar Mays,PG,26,POR,21,356,11.8,.457,.355,.123,2.7,9.5,5.8,31.8,1.9,0.8,11.0,19.4,,0.0,0.2,0.2,.030,,-2.0,-0.6,-2.6,-0.1,mayssk01
300,Skylar Mays,SG,26,LAL,3,26,22.0,.700,.200,.000,4.4,4.1,4.3,23.4,3.7,0.0,0.0,16.6,,0.1,0.0,0.1,.247,,3.0,2.5,5.5,0.1,mayssk01
301,Miles McBride,PG,23,NYK,32,315,14.0,.607,.613,.101,1.4,6.6,4.0,13.7,2.2,0.9,7.4,18.1,,0.6,0.4,0.9,.144,,0.3,1.5,1.8,0.3,mcbrimi01
302,CJ McCollum,PG,32,NOP,31,993,19.3,.607,.533,.174,2.2,12.8,7.6,22.9,1.9,2.5,8.9,23.8,,2.0,1.3,3.3,.160,,4.0,0.7,4.8,1.7,mccolcj01
303,T.J. McConnell,PG,31,IND,38,646,18.6,.552,.067,.173,3.4,14.0,8.6,41.7,2.9,0.5,17.0,21.2,,1.1,0.5,1.6,.117,,1.3,0.1,1.4,0.6,mccontj01
304,Jaden McDaniels,SF,23,MIN,35,1004,9.9,.602,.377,.105,2.8,7.5,5.3,6.3,1.5,1.6,11.6,15.8,,0.3,1.5,1.8,.087,,-2.9,0.8,-2.1,0.0,mcdanja02
305,Jalen McDaniels,SF,26,TOR,28,246,5.9,.415,.500,.222,3.1,11.9,7.4,7.4,2.0,1.1,7.5,18.6,,-0.4,0.2,-0.2,-0.036,,-6.7,-0.8,-7.5,-0.3,mcdanja01
306,Doug McDermott,SF,32,SAS,40,619,9.5,.625,.797,.080,1.2,6.2,3.6,11.4,0.8,0.3,10.6,14.7,,0.4,0.1,0.5,.040,,-1.2,-2.0,-3.2,-0.2,mcderdo01
307,JaVale McGee,C,36,SAC,33,269,19.1,.648,.030,.404,13.1,28.3,20.5,7.8,1.4,6.4,21.0,23.3,,0.1,0.4,0.5,.098,,-2.0,0.8,-1.2,0.1,mcgeeja01
308,Bryce McGowens,SG,21,CHO,35,577,7.8,.573,.479,.279,2.2,9.8,5.8,7.5,0.8,0.5,11.3,13.3,,0.2,0.0,0.2,.016,,-4.1,-1.8,-5.9,-0.6,mcgowbr01
309,Jordan McLaughlin,PG,27,MIN,24,212,14.3,.495,.536,.107,4.0,8.6,6.5,26.5,3.9,2.1,12.0,13.8,,0.2,0.5,0.7,.147,,0.2,4.4,4.6,0.4,mclaujo01
310,De'Anthony Melton,SG,25,PHI,33,959,13.1,.540,.588,.229,3.1,12.0,7.6,14.7,2.7,1.4,9.5,17.7,,0.7,1.4,2.1,.106,,-0.7,1.2,0.5,0.6,meltode01
311,Nathan Mensah,C,25,CHO,19,260,5.2,.513,.000,.522,10.2,14.6,12.3,4.3,0.9,4.2,31.5,6.9,,0.0,0.1,0.1,.017,,-8.8,-0.1,-8.8,-0.4,mensana01
312,Sam Merrill,SG,27,CLE,28,466,15.4,.624,.860,.057,3.4,10.5,7.0,14.1,0.9,0.2,4.8,19.2,,1.1,0.5,1.6,.164,,2.7,-0.4,2.4,0.5,merrisa01
313,Chimezie Metu,C,26,PHO,34,431,14.4,.624,.405,.341,6.5,21.0,14.2,5.8,2.0,1.8,14.2,17.0,,0.4,0.6,1.0,.111,,-1.3,0.2,-1.2,0.1,metuch01
314,Vasilije Micić,PG,30,OKC,25,302,8.6,.505,.480,.187,0.4,6.3,3.5,24.4,1.4,0.9,19.8,14.5,,0.0,0.3,0.3,.043,,-3.7,-0.7,-4.4,-0.2,micicva01
315,Khris Middleton,SF,32,MIL,39,1019,17.0,.587,.388,.200,2.8,14.7,9.0,27.2,1.7,0.9,14.0,23.9,,1.4,0.9,2.2,.106,,1.1,-0.4,0.7,0.7,middlkh01
316,Brandon Miller,SF,21,CHO,37,1125,11.4,.544,.433,.159,3.0,12.0,7.3,11.1,1.0,1.4,10.3,21.6,,-0.1,0.2,0.1,.006,,-1.9,-2.1,-4.0,-0.6,millebr02
317,Jordan Miller,SF,24,LAC,4,16,12.1,.700,.200,.000,14.8,6.9,10.7,0.0,0.0,0.0,16.7,16.3,,0.0,0.0,0.0,.085,,-1.0,-4.5,-5.4,0.0,millejo02
318,Leonard Miller,SF,20,MIN,5,19,25.8,.722,.333,.000,0.0,50.9,27.1,9.8,2.6,4.6,10.0,23.1,,0.0,0.1,0.1,.228,,1.7,6.4,8.1,0.0,millele01
319,Dariq Whitehead,SF,19,BRK,2,24,4.9,.255,.600,.400,0.0,18.4,9.0,15.2,0.0,3.8,0.0,10.5,,0.0,0.0,0.0,-0.030,,-5.7,-2.3,-8.0,0.0,whiteda01
